16,71,0,16,4.4375,71,0
12,25,1,12,2.083333333,25,0.083333333
28,98,1,28,3.5,98,0.035714286
10,53,1,10,5.3,53,0.1
42,132,3,42,3.142857143,132,0.071428571
9,47,1,9,5.222222222,47,0.111111111
19,70,1,19,3.684210526,70,0.052631579
20,79,1,20,3.95,79,0.05
11,30,2,11,2.727272727,30,0.181818182
20.4,88,2,20.4,4.31372549,88,0.098039216
13,21,0,13,1.615384615,21,0
14,38,4,14,2.714285714,38,0.285714286
14,46,3,14,3.285714286,46,0.214285714
15,59,3,15,3.933333333,59,0.2
9,32,0,9,3.555555556,32,0
20,98,1,20,4.9,98,0.05
48,146,5,48,3.041666667,146,0.104166667
38,93,3,38,2.447368421,93,0.078947368
27,84,3,27,3.111111111,84,0.111111111
32,83,3,32,2.59375,83,0.09375
28.5,89,2,28.5,3.122807018,89,0.070175439
25.4,95,2,25.4,3.74015748,95,0.078740157
9,30,1,9,3.333333333,30,0.111111111
25,89,2,25,3.56,89,0.08
3,1,0,3,0.333333333,1,0
27,78,2,27,2.888888889,78,0.074074074
16.2,30,4,16.2,1.851851852,30,0.24691358
32,82,5,32,2.5625,82,0.15625
20,48,2,20,2.4,48,0.1
32,74,5,32,2.3125,74,0.15625
11,33,1,11,3,33,0.090909091
8,26,0,8,3.25,26,0
14.1,39,4,14.1,2.765957447,39,0.283687943
24,67,2,24,2.791666667,67,0.083333333
4,6,0,4,1.5,6,0
23.5,58,5,23.5,2.468085106,58,0.212765957
22.5,63,4,22.5,2.8,63,0.177777778
14.3,23,1,14.3,1.608391608,23,0.06993007
6,26,1,6,4.333333333,26,0.166666667
28,63,6,28,2.25,63,0.214285714
19,90,4,19,4.736842105,90,0.210526316
23.4,56,7,23.4,2.393162393,56,0.299145299
26,65,2,26,2.5,65,0.076923077
20,49,0,20,2.45,49,0
29,64,3,29,2.206896552,64,0.103448276
8,21,0,8,2.625,21,0
36.1,97,5,36.1,2.686980609,97,0.138504155
32,112,2,32,3.5,112,0.0625
17,55,1,17,3.235294118,55,0.058823529
19,41,1,19,2.157894737,41,0.052631579
16.4,28,5,16.4,1.707317073,28,0.304878049
38,112,3,38,2.947368421,112,0.078947368
