16,34,4,16,2.125,34,0.25
22,60,0,22,2.727272727,60,0
20,34,0,20,1.7,34,0
10,15,1,10,1.5,15,0.1
22,29,1,22,1.318181818,29,0.045454545
13.2,70,5,13.2,5.303030303,70,0.378787879
40,136,3,40,3.4,136,0.075
12,49,1,12,4.083333333,49,0.083333333
40.4,126,1,40.4,3.118811881,126,0.024752475
4,18,0,4,4.5,18,0
31,91,6,31,2.935483871,91,0.193548387
21,81,0,21,3.857142857,81,0
25.5,88,3,25.5,3.450980392,88,0.117647059
34,147,2,34,4.323529412,147,0.058823529
43,125,5,43,2.906976744,125,0.11627907
10,43,3,10,4.3,43,0.3
36,109,0,36,3.027777778,109,0
25,109,1,25,4.36,109,0.04
19,53,1,19,2.789473684,53,0.052631579
22.5,97,3,22.5,4.311111111,97,0.133333333
24.3,110,5,24.3,4.526748971,110,0.205761317
39,149,2,39,3.820512821,149,0.051282051
8,27,0,8,3.375,27,0
28.5,102,5,28.5,3.578947368,102,0.175438596
38.4,220,7,38.4,5.729166667,220,0.182291667
27,111,0,27,4.111111111,111,0
30.5,85,8,30.5,2.786885246,85,0.262295082
33,137,2,33,4.151515152,137,0.060606061
25.3,45,4,25.3,1.778656126,45,0.158102767
13,73,4,13,5.615384615,73,0.307692308
31,91,3,31,2.935483871,91,0.096774194
30,68,2,30,2.266666667,68,0.066666667
32.2,76,3,32.2,2.360248447,76,0.093167702
22,71,1,22,3.227272727,71,0.045454545
29,68,5,29,2.344827586,68,0.172413793
32,80,4,32,2.5,80,0.125
2,9,0,2,4.5,9,0
27,68,3,27,2.518518519,68,0.111111111
1,0,0,1,0,0,0
24.2,99,4,24.2,4.090909091,99,0.165289256
31,77,6,31,2.483870968,77,0.193548387
7,26,0,7,3.714285714,26,0
27,52,1,27,1.925925926,52,0.037037037
30.3,83,9,30.3,2.739273927,83,0.297029703
23,41,1,23,1.782608696,41,0.043478261
5,13,1,5,2.6,13,0.2
35,91,4,35,2.6,91,0.114285714
15,44,3,15,2.933333333,44,0.2
6,11,0,6,1.833333333,11,0
30,104,1,30,3.466666667,104,0.033333333
4.5,22,0,4.5,4.888888889,22,0
22,44,2,22,2,44,0.090909091
21,34,1,21,1.619047619,34,0.047619048
32,87,1,32,2.71875,87,0.03125
6,20,0,6,3.333333333,20,0
36,131,2,36,3.638888889,131,0.055555556
3,20,0,3,6.666666667,20,0
36.5,81,4,36.5,2.219178082,81,0.109589041
5,19,0,5,3.8,19,0
30.4,74,3,30.4,2.434210526,74,0.098684211
4,36,2,4,9,36,0.5
32,69,0,32,2.15625,69,0
20,73,1,20,3.65,73,0.05
19,46,2,19,2.421052632,46,0.105263158
24,74,3,24,3.083333333,74,0.125
38,106,8,38,2.789473684,106,0.210526316
3,3,0,3,1,3,0
23,38,1,23,1.652173913,38,0.043478261
22,53,2,22,2.409090909,53,0.090909091
25,65,1,25,2.6,65,0.04
7,11,0,7,1.571428571,11,0
31,67,1,31,2.161290323,67,0.032258065
22,52,4,22,2.363636364,52,0.181818182
18,36,1,18,2,36,0.055555556
19.2,24,2,19.2,1.25,24,0.104166667
31,89,2,31,2.870967742,89,0.064516129
7,38,0,7,5.428571429,38,0
18,52,0,18,2.888888889,52,0
1,5,0,1,5,5,0
14,27,0,14,1.928571429,27,0
6,16,0,6,2.666666667,16,0
6,24,0,6,4,24,0
30,81,2,30,2.7,81,0.066666667
10,29,1,10,2.9,29,0.1
6,16,1,6,2.666666667,16,0.166666667
26,69,4,26,2.653846154,69,0.153846154
16,36,1,16,2.25,36,0.0625
18,68,0,18,3.777777778,68,0
9,36,0,9,4,36,0
29,88,2,29,3.034482759,88,0.068965517
19,41,1,19,2.157894737,41,0.052631579
27,84,2,27,3.111111111,84,0.074074074
27,46,3,27,1.703703704,46,0.111111111
10,19,0,10,1.9,19,0
11,23,2,11,2.090909091,23,0.181818182
12,25,1,12,2.083333333,25,0.083333333
18,41,3,18,2.277777778,41,0.166666667
20,44,1,20,2.2,44,0.05
25,72,1,25,2.88,72,0.04
1,2,0,1,2,2,0
28,103,2,28,3.678571429,103,0.071428571
10,19,0,10,1.9,19,0
7,20,1,7,2.857142857,20,0.142857143
4,8,0,4,2,8,0
9.3,24,3,9.3,2.580645161,24,0.322580645
4,16,0,4,4,16,0
15.3,48,2,15.3,3.137254902,48,0.130718954
24,52,1,24,2.166666667,52,0.041666667
26,71,1,26,2.730769231,71,0.038461538
10,21,3,10,2.1,21,0.3
28,66,2,28,2.357142857,66,0.071428571
24.5,68,2,24.5,2.775510204,68,0.081632653
8,42,0,8,5.25,42,0
19,45,2,19,2.368421053,45,0.105263158
25,58,5,25,2.32,58,0.2
33,84,6,33,2.545454545,84,0.181818182
9,22,1,9,2.444444444,22,0.111111111
24,69,4,24,2.875,69,0.166666667
36,82,3,36,2.277777778,82,0.083333333
45,106,3,45,2.355555556,106,0.066666667
28,77,0,28,2.75,77,0
35.4,44,2,35.4,1.242937853,44,0.056497175
28.3,89,3,28.3,3.144876325,89,0.106007067
14,30,0,14,2.142857143,30,0
29.2,85,2,29.2,2.910958904,85,0.068493151
31,101,0,31,3.258064516,101,0
34,120,1,34,3.529411765,120,0.029411765
10,53,0,10,5.3,53,0
13,67,1,13,5.153846154,67,0.076923077
22,69,2,22,3.136363636,69,0.090909091
25,70,1,25,2.8,70,0.04
24,66,2,24,2.75,66,0.083333333
8,14,1,8,1.75,14,0.125
29.4,36,4,29.4,1.224489796,36,0.136054422
34,80,4,34,2.352941176,80,0.117647059
9,23,0,9,2.555555556,23,0
35,97,5,35,2.771428571,97,0.142857143
12,30,0,12,2.5,30,0
33,60,3,33,1.818181818,60,0.090909091
19,41,1,19,2.157894737,41,0.052631579
23,33,3,23,1.434782609,33,0.130434783
51,130,5,51,2.549019608,130,0.098039216
40,103,2,40,2.575,103,0.05
28,48,2,28,1.714285714,48,0.071428571
39,71,1,39,1.820512821,71,0.025641026
15,22,2,15,1.466666667,22,0.133333333
22,43,3,22,1.954545455,43,0.136363636
19,19,0,19,1,19,0
25,62,1,25,2.48,62,0.04
24,50,0,24,2.083333333,50,0
24,45,2,24,1.875,45,0.083333333
5,9,0,5,1.8,9,0
29,42,1,29,1.448275862,42,0.034482759
17,29,1,17,1.705882353,29,0.058823529
6,18,0,6,3,18,0
8.2,12,2,8.2,1.463414634,12,0.243902439
4,11,0,4,2.75,11,0
11,36,2,11,3.272727273,36,0.181818182
15,35,3,15,2.333333333,35,0.2
7,21,0,7,3,21,0
13,37,1,13,2.846153846,37,0.076923077
4,4,0,4,1,4,0
5,10,1,5,2,10,0.2
11,26,0,11,2.363636364,26,0
26,34,2,26,1.307692308,34,0.076923077
27.1,56,2,27.1,2.066420664,56,0.073800738
24,33,0,24,1.375,33,0
10,27,1,10,2.7,27,0.1
3,8,0,3,2.666666667,8,0
21.1,73,3,21.1,3.45971564,73,0.142180095
8.3,41,2,8.3,4.939759036,41,0.240963855
9,15,1,9,1.666666667,15,0.111111111
5,12,0,5,2.4,12,0
9,29,1,9,3.222222222,29,0.111111111
16,43,1,16,2.6875,43,0.0625
