40,67,4,40,1.675,67,0.1
22,40,1,22,1.818181818,40,0.045454545
21,36,1,21,1.714285714,36,0.047619048
8,20,0,8,2.5,20,0
34.3,79,3,34.3,2.303206997,79,0.087463557
36,97,1,36,2.694444444,97,0.027777778
26,50,4,26,1.923076923,50,0.153846154
30,73,4,30,2.433333333,73,0.133333333
28.5,39,1,28.5,1.368421053,39,0.035087719
8,27,0,8,3.375,27,0
23,76,1,23,3.304347826,76,0.043478261
14,25,3,14,1.785714286,25,0.214285714
37,96,2,37,2.594594595,96,0.054054054
34,95,2,34,2.794117647,95,0.058823529
61.5,157,7,61.5,2.552845528,157,0.113821138
31,78,4,31,2.516129032,78,0.129032258
46,107,3,46,2.326086957,107,0.065217391
46,130,4,46,2.826086957,130,0.086956522
12,41,0,12,3.416666667,41,0
45,121,2,45,2.688888889,121,0.044444444
19,50,3,19,2.631578947,50,0.157894737
53,127,5,53,2.396226415,127,0.094339623
32,94,3,32,2.9375,94,0.09375
20.5,43,3,20.5,2.097560976,43,0.146341463
27.1,72,1,36.13333333,2.656826568,96,0.036900369
13,67,0,17.33333333,5.153846154,89.33333333,0
7,35,0,9.333333333,5,46.66666667,0
49,110,3,49,2.244897959,110,0.06122449
23,60,2,23,2.608695652,60,0.086956522
30,90,0,30,3,90,0
2,5,0,2,2.5,5,0
24,76,2,24,3.166666667,76,0.083333333
18.1,38,6,18.1,2.099447514,38,0.331491713
41.5,79,8,41.5,1.903614458,79,0.192771084
24,70,1,24,2.916666667,70,0.041666667
26.2,65,5,26.2,2.480916031,65,0.190839695
29,42,4,29,1.448275862,42,0.137931034
38.5,90,6,38.5,2.337662338,90,0.155844156
35,69,1,35,1.971428571,69,0.028571429
41,86,4,41,2.097560976,86,0.097560976
46.1,135,5,46.1,2.928416486,135,0.10845987
9,26,1,9,2.888888889,26,0.111111111
21,55,2,21,2.619047619,55,0.095238095
11,38,0,11,3.454545455,38,0
9.3,33,0,9.3,3.548387097,33,0
28,112,4,28,4,112,0.142857143
23,102,2,23,4.434782609,102,0.086956522
22,80,1,22,3.636363636,80,0.045454545
20,66,3,20,3.3,66,0.15
9.2,33,1,9.2,3.586956522,33,0.108695652
20,51,2,20,2.55,51,0.1
35,135,1,35,3.857142857,135,0.028571429
30,94,6,40,3.133333333,125.3333333,0.2
22.2,85,2,29.6,3.828828829,113.3333333,0.09009009
15,60,0,20,4,80,0
22.5,55,3,30,2.444444444,73.33333333,0.133333333
39,163,4,39,4.179487179,163,0.102564103
21,64,2,21,3.047619048,64,0.095238095
40,68,2,40,1.7,68,0.05
32.2,120,6,32.2,3.726708075,120,0.186335404
27,88,2,27,3.259259259,88,0.074074074
42,153,5,42,3.642857143,153,0.119047619
44,77,4,44,1.75,77,0.090909091
19.2,59,2,19.2,3.072916667,59,0.104166667
36.5,102,3,36.5,2.794520548,102,0.082191781
33,61,2,33,1.848484848,61,0.060606061
16,28,3,16,1.75,28,0.1875
20,64,3,20,3.2,64,0.15
32.5,117,3,32.5,3.6,117,0.092307692
33,66,0,33,2,66,0
25,63,0,25,2.52,63,0
20.5,50,5,20.5,2.43902439,50,0.243902439
31.2,76,6,31.2,2.435897436,76,0.192307692
15,55,3,15,3.666666667,55,0.2
32,85,2,32,2.65625,85,0.0625
4,25,0,4,6.25,25,0
6,34,2,8,5.666666667,45.33333333,0.333333333
26,82,2,34.66666667,3.153846154,109.3333333,0.076923077
33.6,114,1,44.8,3.392857143,152,0.029761905
15,67,0,20,4.466666667,89.33333333,0
14.1,52,6,18.8,3.687943262,69.33333333,0.425531915
20,52,6,26.66666667,2.6,69.33333333,0.3
15,30,4,20,2,40,0.266666667
24,85,2,32,3.541666667,113.3333333,0.083333333
29.4,136,5,39.2,4.62585034,181.3333333,0.170068027
14,52,0,18.66666667,3.714285714,69.33333333,0
38,130,4,38,3.421052632,130,0.105263158
12,49,0,12,4.083333333,49,0
21,109,1,21,5.19047619,109,0.047619048
25,97,3,25,3.88,97,0.12
43,116,5,43,2.697674419,116,0.11627907
33,94,2,33,2.848484848,94,0.060606061
12,39,0,12,3.25,39,0
16,33,2,16,2.0625,33,0.125
15,32,2,15,2.133333333,32,0.133333333
41,117,1,41,2.853658537,117,0.024390244
29,113,0,29,3.896551724,113,0
